Vereinsname,Land,"aktueller Marktwert",Ablösesummen,Differenz,Durchschnittsalter
"Veneto Noale",Italien,7910162,4337709,3572453,26.77
"CA Tuttocodio",Italien,7561220,3992466,3568754,27.82
"Glovester Town",England,7441257,3885105,3556152,27.05
"Union Kehl 1906",Deutschland,7310748,3755641,3555107,26.87
"Pallasaarja Oulu",Finnland,56464636,52911739,3552897,28.13
"FK Niepołomice 1919",Polen,7843843,4291256,3552587,27.23
"SpVgg Siegen",Deutschland,7456701,3932270,3524431,25.55
"Unión Vélez",Spanien,7638730,4126146,3512584,26.77
"Racing Requena",Spanien,7136450,3636155,3500295,27.23
"Italia Wolfsburg",Deutschland,162845999,159347602,3498397,26.48
"Boston Nomads",England,7121408,3625981,3495427,27.36
"VfL Steinbach",Deutschland,8135423,4644012,3491411,27.68
"FK Abano",Italien,7414363,3931574,3482789,26.77
"Academy Solihull",England,7089859,3609353,3480506,28.09
"Union Crewe",England,7981184,4501084,3480100,28.77
"CF Forfar",Schottland,7411009,3936128,3474881,28.09
"Acresse FC",Israel,92746349,89275010,3471339,28.82
"Onore Castelfranco",Italien,7334655,3863336,3471319,27.68
"QIF Göteborg",Schweden,95986389,92534420,3451969,27.26
"Nottingham Soccer",England,52264725,48812981,3451744,27.59
"Grimsby Cleethes",England,7377325,3940039,3437286,26.95
"DFC Fortuna Berlin",Deutschland,8847625,5415657,3431968,26.95
"St. Patrick CF",Schottland,45346686,41918007,3428679,27.91
"WFV Ennepetal",Deutschland,7073955,3650092,3423863,26.27
"Francavilla Calcio",Italien,7410320,3988523,3421797,27.09
"Italia Brugnera",Italien,7042082,3651087,3390995,27.64
"Burton United",England,7195397,3806175,3389222,27.55
"Terme Monte",Italien,7013770,3669342,3344428,27.18
"Imker Zaprešić  FK",Kroatien,50792384,47459128,3333256,25.86
"Club Mestre Venezia",Italien,7232245,3916968,3315277,27.91
"Sardigna Nuorese",Italien,7941091,4626310,3314781,27.09
"Salappa Pori",Finnland,19315257,16004343,3310914,28.32
"Grödiger SC",Österreich,62348202,59058438,3289764,26.95
"Bolo Lavagnese",Italien,7155977,3871347,3284630,26.73
"NFV Lüneburg",Deutschland,7385187,4101617,3283570,27.27
"Babelsberger Kickers",Deutschland,7432960,4149600,3283360,26.23
"Bjelovar Ždralovi",Kroatien,10417251,7134831,3282420,28.50
"Vamos La Roda",Spanien,6762406,3520798,3241608,27.18
"Unión Torrelavega",Spanien,7841058,4603972,3237086,26.68
"AS Teruel",Spanien,7013251,3812711,3200540,27.23
"USD San Giovanni",Italien,6691045,3518734,3172311,28.86
"Sportivo Fondi",Italien,7058765,3899320,3159445,27.00
"FC Cluj",Rumänien,32394858,29248628,3146230,29.43
"Rayo Yeclano",Spanien,7227327,4084055,3143272,26.91
"SN Teramo Calcio",Italien,6936594,3798164,3138430,26.55
"CQ Wanderers",Wales,42565177,39470454,3094723,27.68
"USD Mérida",Spanien,7221401,4134682,3086719,27.55
"Dover County",England,6745613,3659082,3086531,26.57
"Hessen Lehnerz",Deutschland,6213698,3138198,3075500,28.61
"Coastguards Warton",England,6936588,3869630,3066958,26.68
"ES Boiro",Spanien,7214583,4181835,3032748,25.32
"FC Shmuk",Israel,51961585,48934082,3027503,25.96
"Žaugija Vilnius",Litauen,43392673,40372976,3019697,27.78
"Turopolje Gorica",Kroatien,15079953,12067982,3011971,28.27
"PL Atletica Crema",Italien,6648856,3645367,3003489,27.41
"Due Piraino",Italien,6739642,3741033,2998609,27.23
"FC Logroño",Spanien,39494231,36501186,2993045,27.36
"Sportfreunde VK Köln",Deutschland,6936977,4000659,2936318,27.41
"Aquilos Campobasso",Italien,6733239,3800355,2932884,28.18
"Spa Cheltenham",England,7006964,4085059,2921905,26.91
"Yekatarina Yakutsk",Russland,6795731,3880213,2915518,28.00
"Anjel Trnava",Slowakei,65015373,62133569,2881804,26.96
"Blackpool Sea",England,6515610,3636024,2879586,26.27
"HB Paola",Malta,46696712,43826695,2870017,29.59
"Lohfelder FC",Deutschland,9664350,6814566,2849784,27.05
"SHFV Todesfelde",Deutschland,7064261,4217230,2847031,25.55
"ES Zamora",Spanien,6676663,3830581,2846082,26.55
"Inter Zmijavci",Kroatien,20726458,17897402,2829056,27.91
"Umbrio Gubbio",Italien,6722439,3914917,2807522,26.68
"Union Schilksee",Deutschland,16362086,13590816,2771270,27.14
"FK Viborg",Dänemark,20631725,17870491,2761234,25.45
"FK Stadtallendorf 1923",Deutschland,6329647,3571904,2757743,27.05
"FK Lillestrøm",Norwegen,13620652,10867334,2753318,26.64
Sumsünspor,Türkei,64024532,61274136,2750396,27.57
"Esportivo Logro̱̩s",Spanien,41247857,38572543,2675314,27.91
"FK Cádiz",Spanien,56287672,53612992,2674680,26.61
"Bath CA",England,6767717,4094552,2673165,25.68
"Halifax County",England,6601964,3989038,2612926,26.95
"BBC Bissingen",Deutschland,7152722,4551833,2600889,25.64
"AS Cello Verona",Italien,27120355,24530623,2589732,28.45
"UD Sagunto",Spanien,6552785,3965213,2587572,26.91
"Forrest Borehamwood",England,6039689,3459404,2580285,27.50
"SSC Montpellier",Frankreich,29989219,27426660,2562559,26.77
"Depor San Juan",Spanien,6301437,3798165,2503272,26.91
"ZKU Jekaterinburg",Russland,84861632,82395145,2466487,28.14
"Jizera Boleslav",Tschechien,51721822,49279287,2442535,26.13
"US Fermo 1919",Italien,5910138,3517005,2393133,27.09
"SAK Klagenfurt",Österreich,50575756,48213705,2362051,27.36
"Royal Irún",Spanien,34301116,31965828,2335288,27.95
"OFK Ski",Norwegen,34116901,31795284,2321617,26.86
"KS Korobii Peshpope",Albanien,69609538,67329173,2280365,26.96
"TAK Freialdenhoven",Deutschland,6139869,3861440,2278429,27.45
"SV Intra Leipzig",Deutschland,73430809,71282318,2148491,26.86
"Alleanza Arzachena",Italien,5434574,3300713,2133861,27.82
"Dartford City",England,5694581,3629931,2064650,26.45
"Adria Dugopolje",Kroatien,27433448,25371462,2061986,28.05
"Union Valletta",Malta,45282490,43240249,2042241,27.45
"Cercedense CF",Spanien,6100029,4103865,1996164,26.91
"KVC Tubize 55",Belgien,31323097,29344391,1978706,25.68
"Olimpios Piräus",Griechenland,61376520,59476232,1900288,25.91
"Balzan United",Malta,25218028,23383368,1834660,27.45
"Whitestreaks Notts",England,22220576,20461362,1759214,27.50
"Unio Gozzano 1925",Italien,5233985,3501885,1732100,27.82
"FC Roma",Italien,4944727,3301538,1643189,24.55
"AS Iași",Rumänien,69765056,68124536,1640520,29.00
"VVC Brugge",Belgien,5701237,4121321,1579916,26.36
"FC Foggia",Italien,31972010,30392667,1579343,27.65
"Sportiva Montegiardino",San Marino,46300612,44723397,1577215,27.83
"Clarrtonville CF",Nordirland,56236744,54676064,1560680,27.27
"ÚJ Budapest FC",Ungarn,78076588,76525488,1551100,28.45
"SK Varberg",Schweden,28756448,27223501,1532947,26.64
"AFK Floridsdorf",Österreich,39636586,38201841,1434745,27.64
"Dinamo Hrvace",Kroatien,8249701,6852261,1397440,28.64
"FSV Schwachhausen",Deutschland,73544926,72208103,1336823,27.45
"IKK Klaksvík",Färöer,33177795,32007766,1170029,28.41
"Ville Rennes",Frankreich,100785450,99697508,1087942,28.17
"VfB Achern",Deutschland,5131736,4060176,1071560,27.59
"Onoare Buzău",Rumänien,49219041,48183116,1035925,29.23
"Mało Kraków",Polen,83811003,82890948,920055,28.64
"Haifa SC",Israel,46740623,45937876,802747,28.45
"Lincoln Boxer",England,52517635,51731009,786626,27.36
"Samtredia United",Georgien,30164328,29394755,769573,30.05
"Sportivo Braga",Portugal,35390104,34771169,618935,27.35
"BK Djurgårdens",Schweden,122615614,122007437,608177,28.59
"FK Novi Zagreb",Kroatien,21027583,20423232,604351,27.95
"FKI Runavík",Färöer,49921550,49317651,603899,27.41
"Sternas Tripolis",Griechenland,44412150,43845012,567138,28.64
"CP London Eagles",England,48288248,47846868,441380,29.05
"Starua București",Rumänien,67099595,66677580,422015,29.68
"CS St. Maria de Feira",Portugal,27127171,26747895,379276,27.30
"ICE Zagreb",Kroatien,156555280,156311613,243667,26.61
"Soda Jönköping",Schweden,769828788,769618612,210176,25.10
"Jedi Belfast",Nordirland,25487515,25279828,207687,27.91
"FV Sevilla",Spanien,42032685,41838739,193946,27.91
"SC St. Southampton",England,142141327,141957006,184321,25.96
"FC Sabur",Georgien,88777824,88624465,153359,28.68
"KS Kostrote Krujë",Albanien,74362933,74210342,152591,28.64
"Carlisle Athletic",England,16189872,16073384,116488,27.95
"Athletico Guimarães",Portugal,58697801,58590581,107220,28.00
"Bolton Nomads",England,34504136,34412007,92129,27.82
"London`s Park Rangers",England,39834641,39911073,-76432,29.64
"USJ Kotka",Finnland,15289110,15369209,-80099,27.09
"Chesterfield Athletic",England,55769045,55853714,-84669,27.09
"Xäver Länkärän",Aserbaidschan,25549612,25651405,-101793,27.04
"Canaria Las Palmas",Spanien,23065447,23177731,-112284,28.30
"GH Zürich 1887",Schweiz,58656766,58774202,-117436,28.77
"Robon Kazan",Russland,72113439,72258147,-144708,27.73
"Preston City",England,55958687,56224778,-266091,28.68
"AK Gomel",Weißrussland,33361292,33645190,-283898,28.00
"Citadelle Belfort",Frankreich,3251386,3572187,-320801,26.18
"SA Boulogne-sur-Mer",Frankreich,3146351,3477267,-330916,27.41
"AJ Consolat",Frankreich,3070940,3415243,-344303,26.95
"FC Chemois Norte",Frankreich,3474291,3836408,-362117,26.05
"Indre Châteauroux",Frankreich,3488416,3855723,-367307,25.27
"AF Créteil-Lusitanos",Frankreich,3060082,3431983,-371901,26.50
"Littoral Dunkerque",Frankreich,2977523,3367158,-389635,27.00
"Parisien FK",Frankreich,3262750,3663924,-401174,26.36
"AS Dounes",Lettland,47259272,47674183,-414911,28.09
"CA Avant Bastia",Frankreich,3035117,3517775,-482658,26.36
"Stade Orléans",Frankreich,3597899,4082451,-484552,25.64
"SSV Lille",Frankreich,65385022,65891012,-505990,26.87
"OL Zmay Ljubljana",Slowenien,83528877,84040316,-511439,28.48
"AS Oostende",Belgien,75354948,75970479,-615531,28.22
"St. Llansantffraid FC",Wales,52299341,53021863,-722522,26.74
"KF Eagles Blagoevgrad ",Bulgarien,54651126,55376084,-724958,26.77
"Dinamo Šibenik",Kroatien,36899416,37770773,-871357,26.91
"Manchester Bury",England,37103753,38003132,-899379,28.73
"ACF Hamilton",Schottland,19507810,20531269,-1023459,27.14
"ED Dender Hekelgem",Belgien,21693324,23059316,-1365992,26.55
"Roban Krasnodar",Russland,39999806,41368204,-1368398,28.52
"AC Isola Ischia",Italien,24026449,25486885,-1460436,28.05
"Carpi Calcio",Italien,39880377,41423672,-1543295,28.41
"Þùllíá Akureyri",Island,41175400,42754590,-1579190,28.13
"Partizan 1945 FK",Serbien,29663039,31340483,-1677444,27.32
"FK Nizhny",Russland,24530342,26251898,-1721556,28.50
"Kumpaty Lviv",Ukraine,56836106,58802085,-1965979,28.41
"Birku Konya",Türkei,54892154,56987704,-2095550,26.70
"FSV Stuttgart",Deutschland,250880037,252988398,-2108361,21.78
"Sportowy Lubin",Polen,65787414,67942837,-2155423,29.41
"Dalmatia Solin",Kroatien,51690329,53864364,-2174035,28.00
"Sporting Genk",Belgien,65474840,67719432,-2244592,28.23
"Amor Famagusta",Zypern,59053372,61336266,-2282894,27.59
"FC Shijak",Albanien,37350626,39835724,-2485098,27.09
"Cork United",Irland,77305651,79986799,-2681148,27.41
"FC Peairt 1885",Schottland,43356704,46345165,-2988461,27.91
"Slugia Warszawa",Polen,58260794,61437941,-3177147,27.82
"FKS Bratislava",Slowakei,70664384,73869893,-3205509,28.55
"West Bromwich United",England,44118788,47563902,-3445114,29.27
"AFC Aberystwyth",Wales,36079126,39679706,-3600580,27.45
"Parathanikaos Athen",Griechenland,45328314,48950833,-3622519,26.36
"SK Utrecht",Niederlande,62850714,66550485,-3699771,28.23
"VL Trakai",Litauen,33981555,37896938,-3915383,26.35
"FKS Kópavogur",Island,69206211,73174648,-3968437,26.22
"Lokhtar Donezk",Ukraine,74727684,79083299,-4355615,28.05
"Rhône Chasselay",Frankreich,82746329,87568559,-4822230,30.27
"SAK Akureyri",Island,58239562,63161805,-4922243,28.68
"Woch Chorzów",Polen,65451693,70421399,-4969706,29.00
"Zaskia Gdańsk",Polen,45505307,50704200,-5198893,26.77
"SAK Solna",Schweden,34950386,40508217,-5557831,26.82
"FV Vic Plzeň",Tschechien,56224032,61850259,-5626227,28.30
"Leicester Town",England,78021571,83857971,-5836400,27.00
"FC Miro Be’ér Shéva",Israel,57268300,63154448,-5886148,28.36
"Reading Kings",England,70990543,77309212,-6318669,27.55
"SAV Sandersdorf",Deutschland,283755872,290179534,-6423662,21.81
"Glentory Belfast",Nordirland,44295629,50910550,-6614921,28.50
"FV Budapest",Ungarn,187044975,194897147,-7852172,22.88
"FC Stoke 1865",England,46978754,54849918,-7871164,28.91
"Dynamit Tiraspol",Moldawien,48108752,56053165,-7944413,27.70
"SFC Rostov",Russland,57157918,65193870,-8035952,27.26
"Charleroi Zèbre ",Belgien,37802316,46734111,-8931795,27.30
"Wimbledon Soccer",England,44620141,53592969,-8972828,28.68
"UCKA Moskva",Russland,70797634,81738877,-10941243,29.45
"Dynamit Astana",Kasachstan,191442916,204192120,-12749204,26.27
"SSC Altach",Österreich,409921201,447212089,-37290888,25.10
"Vík Ólafsvík 1927",Island,117180361,154671651,-37491290,28.14
"Dynamit Berlin CF",Deutschland,415675743,469009619,-53333876,23.65
"FV Schalke 1905",Deutschland,187678393,266587422,-78909029,19.67
"FVB Larnaka",Zypern,248964813,356904268,-107939455,28.89
"IS Norrköping",Schweden,951531844,1060942915,-109411071,23.42
"SKK Hamburg",Deutschland,129038117,240056378,-111018261,31.21
