Vereinsname,Land,"aktueller Marktwert",Ablösesummen,Differenz,Durchschnittsalter
"FVB Larnaka",Zypern,70995502,68474096,2521406,28.00
"Unión Vélez",Spanien,6387503,3866471,2521032,26.77
"Due Piraino",Italien,6427255,3907088,2520167,27.41
"Speertak Praha",Tschechien,68268948,65753577,2515371,29.41
"SA Tokat",Türkei,7208086,4696674,2511412,28.27
"UD Bermeo",Spanien,6293150,3787489,2505661,27.41
"Academica Bisceglie",Italien,6041514,3545859,2495655,28.82
"Intra Gorgonzola",Italien,6214229,3729375,2484854,27.45
"FSV Hildesheim",Deutschland,6313928,3829159,2484769,27.32
"Chaniakose FK",Griechenland,23669731,21201294,2468437,26.77
"Unión Calahorra",Spanien,6294668,3827209,2467459,26.64
"Warta Częstochowa",Polen,17767712,15311756,2455956,26.86
"Luparense Calcio",Italien,6353647,3902023,2451624,28.36
"GIN Sestri Levante",Italien,6502568,4074697,2427871,26.95
"Northfleet Conquerors",England,6371639,3944976,2426663,27.09
"Essener TSV",Deutschland,6234479,3808721,2425758,26.95
"FV Vaduz 1935",Schweiz,64699228,62288521,2410707,29.27
"Italia Wolfsburg",Deutschland,6141841,3741102,2400739,27.00
"Umbrio Gubbio",Italien,5985342,3593729,2391613,27.68
"Ponsacco Calcio",Italien,6009116,3625700,2383416,27.73
"Atleticó Sarno",Italien,6020166,3639557,2380609,26.82
"Stormbars FK",Litauen,42526247,40224612,2301635,27.48
"Esportiva Linares",Spanien,13206680,10921862,2284818,26.68
"Chesterfield Athletic",England,6067307,3784681,2282626,27.36
"BSV Friesdorf",Deutschland,6018221,3758927,2259294,27.09
"FK Abano",Italien,5921800,3677645,2244155,28.32
"BK Rusenborg",Norwegen,62984344,60743966,2240378,26.96
"Ponte Mozzano Calcio",Italien,5856365,3643053,2213312,27.41
"Salò Calcio",Italien,34785997,32601172,2184825,26.42
"Brianzoli Monza",Italien,6295726,4117259,2178467,26.27
"Worcester Albion",England,6121507,3948247,2173260,26.82
"FK Nisporeni",Moldawien,26281759,24127457,2154302,29.32
"Alğa Atyrau ",Kasachstan,32694301,30558205,2136096,27.82
"AS Ontinyent",Spanien,5814657,3686787,2127870,26.77
"Iruña Osasuna",Spanien,5566966,3454874,2112092,26.95
"SD Arezzo",Italien,5973434,3866568,2106866,27.86
"SpVgg Siegen",Deutschland,5959145,3887839,2071306,26.14
"St. Llansantffraid FC",Wales,48763076,46720372,2042704,27.64
"QP Glasgow 1867",Schottland,12676990,10670350,2006640,28.32
"Preußen Balingen",Deutschland,5755921,3753061,2002860,27.00
"AFC Milton Keynes 05",England,32137640,30153566,1984074,27.91
"Lincoln Boxer",England,5348493,3379297,1969196,26.91
"SD Royal Zaragoza",Spanien,36194342,34286009,1908333,30.59
"Sporting Genk",Belgien,54691382,52842643,1848739,28.32
"Real Mungia",Spanien,18255892,16542848,1713044,28.59
"Academy Solihull",England,5460621,3755442,1705179,27.14
"FSV Flensburg",Deutschland,5611778,3994910,1616868,26.45
"VT Arnhem",Niederlande,25284198,23707920,1576278,28.23
"Sportivo Navalcarnero",Spanien,5269686,3723384,1546302,26.91
"FK Ghastan 1925",Finnland,31495779,30008320,1487459,26.32
"Fortuna Dudelange",Luxemburg,45743635,44291215,1452420,28.25
"Esportiva Covilhã",Portugal,28521614,27092473,1429141,28.32
"VIK Helsinki",Finnland,60124119,58776005,1348114,27.50
"Royal Murcia",Spanien,24470912,23150660,1320252,27.35
"Llandudno Town",Wales,39498259,38181984,1316275,24.83
"Vamos Vallecanos",Spanien,53690568,52442176,1248392,28.95
"UD Lizarra",Spanien,28177482,26945161,1232321,28.50
"Canvey Sunshine",England,284166721,282953438,1213283,26.94
"AFK Amstetten",Österreich,25688451,24555050,1133401,26.91
"CS Villareal",Spanien,64733360,63623801,1109559,28.82
"KF Göteborg",Schweden,58128255,57019725,1108530,26.61
"Dynamit Astana",Kasachstan,39781121,38688912,1092209,27.39
"Vidi Székesfehérvár",Ungarn,39213994,38182959,1031035,28.43
"Esportivo La Coruña",Spanien,56923165,55920985,1002180,27.59
"SCC Neuchâtel",Schweiz,5402209,4408291,993918,24.82
"ASS Södertälje",Schweden,32485347,31516611,968736,28.39
"Metallica Skopje",Mazedonien,35638560,34690106,948454,27.00
"Tiraspol Cowboys ",Moldawien,51730348,50807390,922958,27.48
"Imker Zaprešić  FK",Kroatien,28649286,27752866,896420,27.87
"FVV Hamburg",Deutschland,47390217,46581288,808929,27.73
"KF Dunajská 1905",Slowakei,46484532,45754530,730002,27.55
"Kupaz Ganja",Aserbaidschan,29482644,28779216,703428,27.82
"Old Boys Antwerpen",Belgien,25290615,24618278,672337,25.77
"Tapfer Burghausen",Deutschland,4210746,3551794,658952,26.32
"Royal PG Valladolid",Spanien,36986215,36355046,631169,27.82
"ZS Luzern",Schweiz,34923407,34298867,624540,27.86
"SSC Mosta",Malta,42876467,42384493,491974,27.78
"LB Bonfica",Portugal,181844617,181370786,473831,29.39
"Robon Kazan",Russland,38734536,38371349,363187,27.73
"Union St. Gallen",Schweiz,57466632,57128998,337634,25.26
"VF Göteborg",Schweden,17642894,17322501,320393,29.43
"LF Thisted",Dänemark,51192638,50883677,308961,27.39
"SSL Ancona",Italien,43173798,42886652,287146,27.36
"Sportivo Cuneo",Italien,19800525,19641001,159524,26.77
"SAK Klagenfurt",Österreich,128261779,128131987,129792,26.68
"Shumbrock Wanderers",Irland,82497247,82537257,-40010,28.61
"SA Boulogne-sur-Mer",Frankreich,3028165,3275742,-247577,26.82
"CA Avant Bastia",Frankreich,3495803,3745906,-250103,25.77
"Stade Orléans",Frankreich,3487693,3762259,-274566,25.82
Bündımaspor,Türkei,28385501,28664140,-278639,28.45
"US Jessheim",Norwegen,31248815,31536160,-287345,28.77
"Littoral Dunkerque",Frankreich,3601533,3897993,-296460,26.05
"FC Chemois Norte",Frankreich,3298582,3601917,-303335,26.00
"KS Besëlithia Lezhë",Albanien,14245392,14550322,-304930,28.23
"SK Biel/Bienne",Schweiz,27295286,27613567,-318281,27.87
"Racing Amiens",Frankreich,3238178,3578232,-340054,26.64
"AJ Consolat",Frankreich,3497753,3866092,-368339,25.91
"Tortuk Nalchik",Russland,17457565,17832949,-375384,28.50
"Citadelle Belfort",Frankreich,3038548,3432271,-393723,26.23
"FTE Gaillard",Frankreich,3271641,3676947,-405306,27.32
"Wigan Dynamic",England,143988428,144393939,-405511,27.09
"AS Salerno Calcio",Italien,40383581,40794064,-410483,28.23
"AL Nímes",Frankreich,3161813,3641723,-479910,26.05
"UD Barakaldo",Spanien,25382903,26040653,-657750,26.59
"OFG Nice",Frankreich,30465951,31132109,-666158,28.59
"Uni Craiova",Rumänien,67913801,68635442,-721641,27.36
"FF Methil 05",Schottland,34421777,35268867,-847090,28.45
"Dynamit Moskva",Russland,53722932,54595967,-873035,29.18
"Racing SC Liège",Belgien,57433941,58345286,-911345,26.91
"SK Moskau",Russland,60890489,61849560,-959071,28.74
"ÚJ Budapest FC",Ungarn,15023601,16113541,-1089940,28.00
"FV Porto",Portugal,184318241,185429896,-1111655,26.64
"Nogomet Split",Kroatien,38542324,39718122,-1175798,27.05
"KF Haldenkvìk",Norwegen,37008277,38388725,-1380448,28.91
"Thuner SC",Schweiz,41842828,43285416,-1442588,27.13
"Délkeleti Kispest",Ungarn,34885436,36421890,-1536454,25.95
"Juventus Dogana",San Marino,25913025,27507274,-1594249,27.73
"FK Poznań 1923",Polen,81420862,83032243,-1611381,27.43
"FC Helsingborg",Schweden,86558936,88191302,-1632366,29.00
"Sociedad Almería",Spanien,41788418,43449537,-1661119,28.13
"Deportiva Fuenlabrada",Spanien,40929046,42650723,-1721677,28.68
"Slavyani Sofia FK",Bulgarien,63321864,65248539,-1926675,29.64
"PJ Tukru 1923",Finnland,44590926,46557363,-1966437,27.26
"AS Cello Verona",Italien,50964784,52984137,-2019353,29.14
"Sportivo Alaves",Spanien,50575095,52606443,-2031348,27.41
"FK Metallica Jajce","Bosnien und Herzegowina",39561201,41684026,-2122825,27.73
"Þráttótur Reykjavík",Island,103624551,105782883,-2158332,27.57
"UD Espania Barcelona",Spanien,29994752,32275339,-2280587,27.09
"Atlético Tarragona",Spanien,35213641,37550180,-2336539,27.57
"OZ Oosterwijk",Belgien,34805586,37149345,-2343759,28.36
"FC Kurait Almaty",Kasachstan,56519372,58980103,-2460731,27.74
"Union Zulte Waregem",Belgien,57478626,60048015,-2569389,29.27
"VVC Brugge",Belgien,127259006,129834740,-2575734,28.59
"GH Zürich 1887",Schweiz,30760130,33350654,-2590524,28.45
"Züricher SK",Schweiz,28419098,31076838,-2657740,29.73
"Slavia Liberec",Tschechien,54091489,56855942,-2764453,28.61
"Birku Konya",Türkei,35621621,38450240,-2828619,28.04
"SC Nei Tel-Aviv",Israel,34651839,37575106,-2923267,28.00
"Śląskie Bielsko-Biała",Polen,70744241,73712485,-2968244,29.18
"AC Sportivo Madrid",Spanien,226223607,229416756,-3193149,25.24
"Bolton Nomads",England,24470961,27674946,-3203985,27.82
"FT Grenoble",Frankreich,67919617,71144444,-3224827,29.18
"Boćnust Podgorica",Montenegro,59400711,62635834,-3235123,29.86
"Brechin Town",Schottland,78722807,81999946,-3277139,27.82
"Rädan Baku",Aserbaidschan,46247842,49560461,-3312619,28.00
"1.FK Hannover ",Deutschland,26678760,30015749,-3336989,28.00
"Baschko Ufa",Russland,53721553,57244625,-3523072,26.91
"AFK Osijek",Kroatien,52682264,56293782,-3611518,26.41
"Fiskeri Esbjerg",Dänemark,63955619,67625359,-3669740,27.59
"FC Shmuk",Israel,41736096,45627799,-3891703,27.39
"Pramy Minsk",Weißrussland,49460207,53379659,-3919452,28.95
"FC Stoke 1865",England,33979171,37916005,-3936834,27.50
"Dinamyt Minsk",Weißrussland,57864960,61848405,-3983445,28.77
"Anadolu Sivas",Türkei,46415492,50434395,-4018903,26.50
"Dynamit București",Rumänien,85763943,89837461,-4073518,28.61
"AC Avranches",Frankreich,46677145,50823429,-4146284,28.48
"Royaal Anderlecht",Belgien,67621112,71826579,-4205467,27.91
"Vercelli Calcio",Italien,33798383,38032141,-4233758,29.00
"Royal Sevilla",Spanien,41373485,45636492,-4263007,28.91
"Olimpios Piräus",Griechenland,66009812,70301618,-4291806,27.87
"Graaf Doetinchem",Niederlande,56569448,61251097,-4681649,29.95
"Sori Lugansk",Ukraine,61544780,66386169,-4841389,27.91
"AS Iași",Rumänien,132077175,137173973,-5096798,21.50
"Slugia Warszawa",Polen,66942197,72067346,-5125149,28.00
Kayserikulübü,Türkei,60344873,65728239,-5383366,26.82
"FKS Bratislava",Slowakei,46906099,52772065,-5865966,29.57
"AJ Valenciennes",Frankreich,66579412,72638104,-6058692,27.55
"Desportivo Funchal",Portugal,54802760,60946018,-6143258,29.59
"SI Hobro",Dänemark,39193753,45430797,-6237044,28.82
"Dynamit Kiew",Ukraine,58283558,64665879,-6382321,27.57
"FC Aarhus 1879",Dänemark,42784803,49186532,-6401729,26.18
"FK Lillestrøm",Norwegen,44287295,50738448,-6451153,27.23
"KSK Gent",Belgien,69253743,75785732,-6531989,29.27
"FK Kuopio",Finnland,35706231,42263842,-6557611,28.32
"FC Shijak",Albanien,34486141,41163088,-6676947,28.86
"KV Aktobe 1965",Kasachstan,69069545,75762913,-6693368,29.09
"KFN Novopolotsk",Weißrussland,57137291,63859464,-6722173,28.68
"FKP Timișoara",Rumänien,70192887,77388068,-7195181,26.59
"Naproijed Sisak",Kroatien,57466283,64982039,-7515756,28.05
"Intra Turku",Finnland,30730393,38308812,-7578419,29.50
"Soccer Burreli",Albanien,41978337,49901059,-7922722,27.36
"Jizera Boleslav",Tschechien,52893428,61043258,-8149830,28.77
"Wésłav Kraków",Polen,90307220,98576421,-8269201,29.68
"Lokhtar Donezk",Ukraine,76429770,84907506,-8477736,28.36
"FK Neretva Mostar","Bosnien und Herzegowina",54531914,63134737,-8602823,29.83
"Stal Kharkiv",Ukraine,96279806,104968904,-8689098,30.05
"GIF Kalmar",Schweden,92896397,101808085,-8911688,30.73
"Xäver Länkärän",Aserbaidschan,73992863,83007267,-9014404,27.91
"FKS Athen",Griechenland,59372124,69096057,-9723933,29.57
"FN Rotterdam",Niederlande,36000425,46219795,-10219370,28.09
"BK Djurgårdens",Schweden,54810812,65323895,-10513083,31.00
"Crawley Sports",England,61097914,72855339,-11757425,27.00
"FAC Wolfsberg",Österreich,316836658,328701637,-11864979,25.29
"FC Sabur",Georgien,46338092,58661953,-12323861,27.30
"SK Eugendorf",Österreich,41001903,53407510,-12405607,27.96
"Watford Elks",England,91015576,107346626,-16331050,26.35
"ASS Dundee",Schottland,238153722,255880409,-17726687,23.90
"Sporting St. Truiden",Belgien,506051402,524863347,-18811945,26.83
"Zmajevi Voždovac",Serbien,46751210,65985107,-19233897,28.36
"FV Sevilla",Spanien,349140345,368442700,-19302355,24.19
"FKV Köln",Deutschland,218067674,237461017,-19393343,19.77
"Könizer SK",Schweiz,238657435,258165019,-19507584,28.17
"FC Narva Buse",Estland,103154703,123435660,-20280957,29.77
"Mało Kraków",Polen,429171418,451047730,-21876312,27.23
"Wattenscheider Kickers",Deutschland,259583476,288232323,-28648847,20.70
"SD Granada",Spanien,734870235,768747296,-33877061,23.00
"SC St. Southampton",England,83667456,117751312,-34083856,28.14
"WFFK Rödinghausen",Deutschland,265568815,320372005,-54803190,22.32
"Hednesford Unity",England,343248238,402269114,-59020876,27.15
"Fáaðfara Reykjavík ",Island,138610963,208548367,-69937404,29.09
"AS Oostende",Belgien,613091511,691894648,-78803137,24.08
"FK Aberdeen 1904",Schottland,547943906,631846446,-83902540,23.54
"IS Östersund",Schweden,861256323,974381251,-113124928,24.04
"Truro Wildcats",England,803175436,916457147,-113281711,21.56
"Red Lions Millwall",England,368167041,546843928,-178676887,24.64
"CD León",Spanien,901458884,1236747667,-335288783,24.36
