Verein,Land,"Jugendspieler in Akademie","Jugendspieler befördert",Transfererlös
"FK Opuzen",Kroatien,106,98,131372654
"Petrolia Santa Cruz CF",Bolivien,121,113,131359818
"Sporting Cúcuta",Kolumbien,133,125,131345239
"Sportivo Leiria",Portugal,74,66,131321024
"Dinamo Šibenik",Kroatien,99,88,131309946
"Canvey Sunshine",England,115,104,131294032
"SK Vránika Ostrava",Tschechien,124,115,131290034
"DKC Maradi",Niger,134,126,131275073
"FC Florell",Estland,105,96,131248149
"Sanniquellie CF",Liberia,134,126,131170586
"Brampton Rovers",Kanada,126,118,130973822
"Torpdeo Slutsk",Weißrussland,107,86,130955389
"Trước Vinh",Vietnam,132,125,130922414
"BF Galabovo",Bulgarien,132,124,130912060
"ALG Kourou ",Französisch-Guyana,136,130,130896012
"Para Londrina",Brasilien,121,113,130772456
"Diano FC",Lettland,140,133,130584036
"Botswana Military CF",Botswana,73,65,130547910
"Loco FC",Nepal,136,129,130324274
"Vlak Gorna Orjachowiza",Bulgarien,139,131,130311658
"FC Tosu 1985",Japan,104,94,130297862
"SD Banfield",Argentinien,127,118,130292949
"RHFC Voetbal",Suriname,134,126,130025709
"Lichtenberger SK",Deutschland,76,40,129973619
"AN Deportivo Medellín",Kolumbien,105,90,129943848
"Indivo Medellín",Kolumbien,119,111,129924305
"Stade Sainte-Anne",Guadeloupe,88,80,129812490
"FK Mezdra",Bulgarien,96,88,129685218
"Uzhi Makhachkala",Russland,110,102,129594182
"Istria Novigrad",Kroatien,135,125,129570037
"Zaan Alkmaar",Niederlande,206,114,129540115
"WF Gullegem",Belgien,120,112,129475375
"FC Mytilene 1995",Griechenland,107,97,129436667
"SK Ústí",Tschechien,140,121,129328449
"SC St. Southampton",England,116,71,129281929
"NL Coatbridge Rovers",Schottland,73,64,129219111
"Leuven Duivels",Belgien,100,72,129217008
"Gaborone Rovers",Botswana,106,98,129027147
"Esportivo Logro̱̩s",Spanien,51,42,128992780
"Athlitikó Veria",Griechenland,118,99,128941529
"MFC Correia",Guinea-Bissau,134,127,128815471
"Sportska Pleven",Bulgarien,96,88,128757275
"Adelaide Greeks FC",Australien,84,76,128649633
"Losyer Kashiwa",Japan,134,126,128416993
"St. Suðuroy 05",Färöer,115,107,128311830
"Borae KF",Tahiti,117,109,128270996
"Zhkupje CF",Mazedonien,99,92,128242357
"Iän Åtvidaberg",Schweden,111,103,128235764
"Derby Mindelo",Kap Verde,83,75,128217280
"Querétaro Gallos",Mexiko,124,116,128166277
"Atlantika Klaipėda",Litauen,113,106,128096562
"SF Getafe",Spanien,113,69,128090191
"Xorazum FK",Usbekistan,101,93,128084171
"Uni Guadalajara 69",Mexiko,103,96,127920589
"PFK Kungyongo",Nordkorea,129,100,127865464
"SL Fútbol Quillota",Chile,105,97,127736009
"Forta Atezados",Kolumbien,135,127,127671265
"Napier United",Neuseeland,90,84,127647848
"H\'uoh Kishnea",Tonga,122,114,127476861
"Tuks Pretoria",Südafrika,107,99,127450057
"AS International",Haiti,81,59,127443326
"Trikolor Willemstad",Curaçao,138,130,127408118
"Union Weiz",Österreich,172,49,127398292
"União Cuntum Madina",Guinea-Bissau,92,84,127090009
"Al-Milikai SC",Südsudan,108,101,126978023
"KS Sarpsborg 07",Norwegen,110,93,126970755
"SC Flux Dernabouya",St. Lucia,123,116,126815225
"Ostia Roma",Italien,106,98,126797881
"Sporting Heredia",Costa Rica,123,115,126795315
"FK Tychy 1970",Polen,87,79,126791979
"Okzhlïmpïada Kokshetau",Kasachstan,66,59,126702167
"Iqaluit Ice Bears ",Kanada,77,66,126630714
"BD Hønefoss",Norwegen,132,125,126548623
"FSK Ulaanbaatar 09",Mongolei,140,118,126530110
"UGF Police",Uganda,139,132,126509966
"Jedi Belfast",Nordirland,106,98,126476838
"CF Rayo Venezuela",Venezuela,137,130,126473543
"Ōsaka Cherries",Japan,97,67,126180894
"FCU Sanai",Jemen,136,129,126164681
"FKS Kópavogur",Island,93,86,125940325
"USD Mérida",Spanien,91,84,125807640
"Al Moshtel FC",Saudi-Arabien,132,125,125778163
"Olympique Saint-Pierre",Kanada,122,114,125755051
"Kinshasa Sharks","Demokratische Republik Kongo",67,59,125717573
"SF Independiente",Kolumbien,133,126,125652324
"Juvento Viterbo",Italien,111,104,125589794
"SSC Lugano",Schweiz,128,75,125467600
"Volcano Ibagué",Kolumbien,139,131,125361420
"Voort Deventer",Niederlande,102,80,125354115
"FSV Neugersdorf",Deutschland,76,36,125301655
"SA Vaskalund",Schweden,80,72,125297447
"TVV Paramaribo",Suriname,118,111,125249529
"AJ Drancy",Frankreich,93,85,125201219
"Blue Star CF",Laos,139,132,125009746
"Yanago Matsumoto",Japan,120,83,124937149
"OZ Oosterwijk",Belgien,128,118,124885016
"Korčula Blato",Kroatien,114,107,124799432
"Cherno Burgas",Bulgarien,130,123,124781994
Menemensport,Türkei,89,81,124775432
"FC Star Bong",Ghana,142,134,124713619
"FV Saint-Louis 1991",Frankreich,86,79,124686106
"Rotherham County",England,95,47,124656069
"Western FC",Hongkong,131,123,124612176
"Druja Pakruojis",Litauen,129,122,124572914
"AT Fostiras",Griechenland,78,70,124564999
"Athlitikó Serres",Griechenland,104,95,124470306
"Bjelovar Ždralovi",Kroatien,132,126,124455725
"Academic Wits",Südafrika,113,105,124317842
"United Berekum",Ghana,122,109,124313380
"Karachi SC",Pakistan,138,131,124256461
"Matansa Soccer","Nördliche Marianen",112,104,124254716
"SC Al Zawerras",Irak,130,122,124103114
"ASS Nieciecza",Polen,130,122,123998105
"ASSE Cotonou",Benin,123,116,123916244
"Lanexang Elephants",Laos,122,114,123864038
"Desportivo Famalicão",Portugal,144,86,123759692
"Real Catamarca",Argentinien,90,82,123510775
"Žuti Visoko","Bosnien und Herzegowina",125,118,123450043
"Bulawayo Gamecocks",Simbabwe,104,96,123219513
"WFC Erkenschwick",Deutschland,93,56,123096716
"FC Petite Mbour",Senegal,93,85,123062028
"KSK Radomlje",Slowenien,139,131,123030383
"SFKAA Medani",Sudan,80,72,123027115
"AFK Karbach",Deutschland,133,65,122950915
"Joseph`s United",Gibraltar,106,85,122934147
"RR Kirkcaldy",Schottland,76,68,122758287
"SSF Kotar",Südsudan,135,129,122734179
"Chagua San Fernando",Chile,116,109,122652326
"FK Obuda",Usbekistan,135,127,122619215
"Guijuelo CF",Spanien,108,99,122573976
"Littoral Dunkerque",Frankreich,133,85,122402747
"FC Port Montego",Jamaika,110,97,122381296
"FC Al-Talhangua",Südsudan,98,90,122326465
"Buccament Seagulls","St. Vincent und die Grenadinen",129,121,122274517
"Carpi Calcio",Italien,87,63,122266865
"SDC Italiano",Chile,127,120,122116933
"Bomboudi FC",Kamerun,104,96,121983548
"SCD Constantine",Algerien,107,100,121913630
"Sicilia Catania",Italien,146,99,121720231
"FK Orage Mocaf","Zentralafrikanische Republik",134,126,121576246
"Lašva Travnik","Bosnien und Herzegowina",113,100,121490946
"Sori Lugansk",Ukraine,93,84,121474750
"SFC Rostov",Russland,92,47,121367503
"Southern Vaeia",Niue,129,121,121333671
"Victoria San Fernando","Trinidad und Tobago",128,121,121082471
"Athletique Monastir",Tunesien,140,132,121026501
"FK Chambly",Frankreich,104,94,120986890
"Royal Noord",Aruba,78,70,120967571
"SC Cashmar",Kuwait,111,103,120950513
"SV Kralendijk",Bonaire,119,111,120899018
"SC Batoto ba Mungu",Kenia,124,116,120777673
"FC Demba",Senegal,126,119,120754254
"Juventus Dogana",San Marino,113,105,120715486
"Uni Barranquilla",Kolumbien,112,104,120632223
"ACS Middlesbrough",England,111,86,120600556
"St. Naas 1922",Irland,116,108,120547519
"Olympic Perth",Australien,118,110,120478817
"Sportiva Caserta",Italien,112,62,120326313
"Uniòn Bizertin",Tunesien,80,72,120221127
"Union Saintemarie",Martinique,122,114,120170397
"Tos Montemurlo 1956",Italien,84,76,120103440
"Atlético Tarragona",Spanien,82,72,119993010
"Angel de Compostela",Spanien,118,110,119909419
"Açores Delgada",Portugal,115,107,119824677
"Warta Częstochowa",Polen,94,86,119653297
"Motherwell Soccers",Schottland,72,48,119622008
"GR Klaipėda",Litauen,104,94,119542987
"FV Venlo 02",Niederlande,118,66,119412048
"Tiwa Mubunga SC",Tansania,129,121,119389851
"Urawa Red Crystals",Japan,142,62,119359434
"Slavia Domžale",Slowenien,88,80,119275495
"Olímpico La Vega","Dominikanische Republik",94,86,119086458
"SSK Šiauliai",Litauen,141,134,119048706
"Roskilde Island",Dänemark,76,56,119036634
"SK Strømmen",Norwegen,93,73,119016022
"Germania Cloppenburg",Deutschland,87,54,118916554
"Staniard Wanderers",Bahamas,100,92,118710251
"Truji Valera CF",Venezuela,118,110,118666180
"Amazigh CS",Mauretanien,117,110,118634369
"FC Oriént",Portugal,77,69,118500568
"Ouro Parnaiba",Brasilien,59,52,118444878
"FK Ghastan 1925",Finnland,96,88,118413303
Lulo\'kfu,Tonga,103,95,118402281
"Alrriadia El Kef",Tunesien,135,127,118329917
"Warri Seasiders",Nigeria,120,112,118325959
"POK Livadia",Griechenland,113,103,118140355
"SC Bafang",Kamerun,117,109,118097950
"Red Boys Monrovia",Liberia,134,127,118064393
"Toronto Dolphins","Vereinigte Staaten",58,43,118033336
"Minera Dobresal",Chile,117,109,117976110
"Glovester Town",England,53,43,117949667
"FSL Homburg",Deutschland,149,59,117763479
"Alofi South FC",Niue,139,132,117550655
"Hubei Wuhan FC",China,101,95,117517326
"SAK Akureyri",Island,122,71,117517102
"SL Hradiště",Tschechien,83,75,117436591
"LR Independiente BA",Argentinien,92,84,117356766
"MFC Red Bullets",Malawi,127,119,117330784
"SC Port Dekedaha",Somalia,131,124,117260203
"SA Ajax",Südafrika,108,101,117078572
"Aliança Porto",Guinea-Bissau,134,126,117072804
"PFK Tepo Tashkent",Usbekistan,136,128,117025850
"Luleå SK",Schweden,158,124,116985502
"Uniòn Rawson",Argentinien,88,80,116920360
"FK Nisporeni",Moldawien,111,104,116755520
"SP Portuguese Bafatá",Guinea-Bissau,64,56,116737725
"Racing San Sebastián",Spanien,88,78,116623971
"FK St. Mirror",Schottland,170,135,116603315
"Wilayah Shendi",Sudan,130,124,116558406
"Athletico Guimarães",Portugal,106,87,116508346
"Locomotiva Nampula",Mosambik,134,126,116389856
"Nożna Bydgoszcz",Polen,86,78,116351063
"Atlético Tombos",Brasilien,99,92,116318938
"Dinamo Bolnisi",Georgien,116,108,116285162
"South Rifa FC",Bahrain,118,111,116269584
"FC Piacenza 1929",Italien,149,74,116261197
"Phnom Penh Dragons",Kambodscha,121,113,116156656
"Qual Distributed SC",Guam,95,88,116047601
"Étoile Prêcheur",Martinique,82,74,115907335
"Portsmouth Strikers",Dominica,111,104,115902355
"Drogheda City",Irland,99,88,115854646
"Kriminalno Split",Kroatien,125,82,115787926
"International Luanda",Angola,117,91,115728640
"BFV Chamarel",Mauritius,109,102,115525543
"FKM Ehime",Japan,125,117,115434085
"Yùndòngshù Beijing",China,106,98,115349803
"VfR Seligenstadt",Deutschland,98,49,115290192
"IHS Käpylä",Finnland,115,109,115107151
"DCK Èloiachété","Demokratische Republik Kongo",82,76,115094311
"SC Livorno",Italien,105,68,115057916
"Sodjìska Nikšić",Montenegro,100,93,115039097
"Feni \'65 FC",Bangladesch,135,127,114932833
"Panther United",Anguilla,135,129,114842988
"Anastasiou Karditsa",Griechenland,106,98,114670772
"JFP Poto","Republik Kongo",122,115,114617811
"Côte d`Ivoire Armée",Elfenbeinküste,136,128,114506720
"Union Santa Colonia",Andorra,64,54,114496902
"SSC Huskvarna",Schweden,85,77,114293002
"Gimnastico Baleares",Spanien,87,79,114187133
"Soccer Burreli",Albanien,62,54,114168256
"ACM United",Kambodscha,73,65,113977301
"Persepak Surabaya",Indonesien,83,77,113859841
"AC Waterfriends","St. Kitts und Nevis",137,130,113839417
"Phoenic Orléans",Saint-Martin,110,103,113797473
"Toscana Pisa",Italien,74,64,113670832
"Viktoria Schaffhausen",Schweiz,125,74,113656557
"FC Foggia",Italien,114,89,113626337
"RBS Pforzheim",Deutschland,117,53,113595841
"Dynamit Tiraspol",Moldawien,67,58,113393872
"CF Thiago del Estero",Argentinien,67,59,113367186
"Halifax County",England,76,67,113284406
Matalyaspur,Türkei,71,64,113223079
"Unirea Brăila",Rumänien,121,114,112908828
"Tortona Calcio",Italien,103,95,112908178
"FK Birkirkara 1952",Malta,89,80,112806099
"Cardinal Woking",England,76,62,112782607
"VFC Hurricane",Grenada,132,124,112764017
"FK Golfo di Stabia",Italien,72,64,112576460
"Inter Picos",Brasilien,126,118,112420715
"SOF Angers",Frankreich,78,69,112182437
"Brighton Seagulls",England,135,73,112030104
"Indy 360ers","Vereinigte Staaten",73,65,112019903
"Inter Monrovia",Liberia,105,97,111815517
"Zhetsyu Qaraghandy",Kasachstan,78,70,111688928
"Athlètique FC",Tschad,109,102,111641737
"Sportiv Voluntari",Rumänien,109,82,111512958
"Gòuzào Zhengzhou CF",China,151,117,111485255
"Wycombe Sportsmen",England,132,92,111471864
"Oran AFK",Algerien,124,116,111406568
Mersinspor,Türkei,106,70,111232876
"KF Bijeljina","Bosnien und Herzegowina",108,97,111137684
"Gimnastico Astorga",Spanien,77,69,111123393
"New Bekwai United",Ghana,80,72,111073882
"Orlando Buccaneers",Namibia,103,96,111053255
"Fluminense Rio",Brasilien,121,98,110975512
"FK Banana Yerevan",Armenien,96,88,110924816
"FC Hapa Tel-Avia",Israel,65,54,110855913
"Pullacher SC",Deutschland,83,27,110846831
"Roban Krasnodar",Russland,88,80,110823437
"Intra Gorgonzola",Italien,61,52,110805845
"FK Gävle",Schweden,72,59,110723081
"Holstein Steinburg",Deutschland,82,40,110531748
"Italia Wolfsburg",Deutschland,117,53,110514350
"Stars Daikondi",Afghanistan,79,71,110339359
"AS Leofauves Dolisie","Republik Kongo",104,97,110325189
"AW Berchem",Belgien,140,132,110294387
"RCD Sestao",Spanien,130,77,110226706
"BK Mjällby",Schweden,94,90,110217743
"FK Martuni",Armenien,68,60,110172007
"Fajardo Plate CF",Puerto Rico,85,77,110167082
"Gaza Mediaș",Rumänien,125,117,110106373
"Ravoli Soccer",Jamaika,63,55,110002829
"AV Coconuts",Cook-Inseln,80,72,109887147
"MK Victory Butare",Ruanda,124,116,109836714
"SC West Academic",Ghana,129,122,109753288
"Belediye Aydin",Türkei,80,67,109641347
"Al Raiyan SC",Katar,123,115,109519286
"Bad Boys Nacional",Aruba,130,122,109513622
"Falkirk United",Schottland,133,114,109288364
"Metallica Mielec",Polen,94,86,109162816
Apaçilespor,Türkei,113,105,109109478
"SC Taputimu",Amerikanisch-Samoa,144,118,109013213
"Pangeran Bandung",Indonesien,49,42,109012920
"Lamanika FK",Tuvalu,169,104,108943441
"Samtredia United",Georgien,88,81,108847583
"UK Wilrijk",Belgien,63,53,108619162
"SSC Leeuwarden",Niederlande,112,85,108551648
"Sports Sfax",Tunesien,83,76,108407252
"Liaoning Panjin CF",China,83,76,108399397
"AJ Consolat",Frankreich,63,49,108394202
"NFK Remchingen",Deutschland,72,49,108380177
"FC Katwijk",Niederlande,88,74,108201920
"KF Santa Colonia",Andorra,105,97,108143350
"Cork United",Irland,92,74,108079431
"CS St. Maria de Feira",Portugal,85,77,108023245
"Rayo Goitioltza",Spanien,116,108,107988438
Peçzlikspocht,Türkei,113,105,107921580
"Union Neusiedl am See",Österreich,58,51,107842045
"Horda Sotra",Norwegen,123,116,107822956
"AS Hamus",Eritrea,135,127,107777574
"Paraburdoo Kangaroos",Australien,110,102,107662369
"Al Shu\'ab SC",Jemen,94,88,107337982
"Red Devils CF",Gibraltar,135,115,107269207
"Dover County",England,81,70,106921462
"Shumbrock Wanderers",Irland,138,116,106881225
"SJ Oruro",Bolivien,114,106,106834991
"FKS Kriens",Schweiz,89,81,106821379
"Eendracht Petegem",Belgien,77,67,106767674
"Kwaarra Tseetswee",Botswana,117,111,106700187
"NKF Mangyongbong",Nordkorea,138,112,106668217
"Manano SC",Bahrain,81,73,106601434
"Baia Mare CF",Rumänien,138,131,106565451
"Unione Cittadella",Italien,121,98,106497180
"Saksahan Kryvyi",Ukraine,126,118,106350900
"Gendarmerie Djibouti",Dschibuti,129,121,106236222
"SK Mjøndolen",Norwegen,108,94,106228988
"Rupida București",Rumänien,161,142,106209661
"FFC Malchow",Deutschland,187,94,106170051
"Atletiek Aalst",Belgien,70,56,106123914
"Juve Francavilla",Italien,75,67,105863061
"Inter Harmon",Guam,123,115,105812018
"ES Moule",Guadeloupe,135,128,105780538
"WFV Ennepetal",Deutschland,105,47,105688490
"Canarinhos Bragança",Portugal,117,109,105542895
"US Fermo 1919",Italien,108,100,105461269
"Carroi FC",Andorra,68,60,105446027
"Deportivo Juárez CF",Mexiko,138,130,105411437
"Philippine Troopers",Philippinen,110,78,105268498
"FK Kénitra",Marokko,85,77,105220113
"Vargas Guaira CF",Venezuela,132,124,105190090
"Union St. Gallen",Schweiz,115,93,105146568
"Balfour Humpbacks","Turks- und Caicosinseln",139,131,104976695
"Super Weston CF",England,71,61,104866265
"BSK Odd",Norwegen,104,57,104830639
"SK Austria Ferlach",Österreich,77,68,104828555
"Buffalo Fighters","Vereinigte Staaten",85,78,104693318
"Nouadhibou KA",Mauretanien,120,112,104677527
"Boćnust Podgorica",Montenegro,160,105,104505139
"Blackpool Sea",England,108,62,104440230
"SV Meerzorg",Suriname,132,125,104403480
"BFC Freiburg",Deutschland,117,63,104302312
"CFC Bodden City","Cayman Islands",132,124,104291616
"Olympique Laâyoune",Marokko,137,129,103997240
"Santiago Somozas",Spanien,83,57,103972382
"Atlétika Csákvár",Ungarn,101,92,103960411
"SP Palma de Inca",Spanien,80,71,103927473
"Kriger Helsingør",Dänemark,68,47,103922514
"Dynamit Astana",Kasachstan,89,61,103888247
"Sibir Irkutsk",Russland,103,97,103877511
"Mestra Tenggarong",Indonesien,126,118,103864593
"FC Quantico Bay",Kuba,78,70,103663398
"Rayo BA",Argentinien,83,76,103441989
"KS Kamëz",Albanien,55,47,103441142
"Rayo La Calera",Chile,119,111,103417309
"KFN Novopolotsk",Weißrussland,97,90,103246014
"SSC Cremona",Italien,65,55,103202222
"RCD L’Hospitalet",Spanien,120,98,103193461
"FK León",Mexiko,96,89,103007282
"Indre Châteauroux",Frankreich,120,93,102893645
"Unión Ceará",Brasilien,117,109,102679459
"1. FK Vienna 1895",Österreich,143,79,102582303
"AC Alessandria",Italien,73,63,102493925
"Hemmerup AK",Dänemark,85,68,102311363
"Deportivo Caballeros","Dominikanische Republik",103,95,102283581
"Atlético Puerto Plata","Dominikanische Republik",121,105,102243796
"Virginia Sugar","Britische Jungferninseln",137,129,102197090
"FV Radan Kotor",Montenegro,97,89,102177732
"AFC Saint-Migelco",Madagaskar,136,128,102023901
"RCD Tataouine",Tunesien,133,125,101831193
"Berwick Rovers",Schottland,64,53,101800104
"Italia Santarcangelo",Italien,71,62,101701734
"Al Skola FC",Saudi-Arabien,122,115,101646981
"Atletico Maceo",Kuba,127,120,101599890
"Blacktown SC",Australien,64,56,101582570
"Août Bou Arréridj",Algerien,92,84,101305064
"Dhemska FC",Saudi-Arabien,89,81,101211750
"CD Tecleña",El Salvador,116,109,101110810
"SB La Paz",Bolivien,88,80,101101413
"Atlético Albacete",Spanien,92,85,100909746
"Sportowy Sosnowiec",Polen,126,118,100847865
"Rasensport Herkenrath",Deutschland,130,63,100842052
"Kassaly Tschymkent",Kasachstan,135,124,100781934
"Sauteurs Rocker",Grenada,129,122,100495720
"Primorje Vladivostok",Russland,104,96,100493988
"SC Cova de Piedade",Portugal,48,40,100374390
"PF Orienta Varna",Bulgarien,90,67,100044893
"FVA Hard",Österreich,74,58,100017605
"FAC Wolfsberg",Österreich,85,48,100012135
"CR Lučko",Kroatien,90,73,99943665
"Atlético Cuenca",Spanien,96,87,99773061
"Rata Macerata 1919",Italien,114,98,99697269
"Hasta Perú",Bonaire,115,107,99657074
"Friidrott Sundsvall",Schweden,75,66,99594341
"El Jeidh AC",Katar,85,78,99551609
"Omiš FK",Kroatien,104,96,99513210
"FK Ala Tuh",Kirgisistan,62,55,99510695
"Atlético Línea",Spanien,67,59,99484615
"Port Talbot County",Wales,61,42,99390660
"FC Euskirchen 1968",Deutschland,124,56,99292945
"Hellas Sundbyberg",Schweden,113,94,99277830
"CF Croix",Frankreich,73,64,99138054
"Športno Gorica",Slowenien,128,120,99106421
"SC Trowaka",Tuvalu,139,132,99096811
"FV Austrien Salzburg",Österreich,52,37,98611260
"Figueira Florianópolis",Brasilien,86,78,98555380
"Tuzi FV",Montenegro,64,55,98542168
"Rhône Chasselay",Frankreich,117,109,98405356
"Glückauf Köln 1950",Deutschland,104,68,98333982
"Umbrio Gubbio",Italien,51,43,98231018
"Cesarole Sapporo",Japan,112,102,98188444
"Chester United",England,57,45,97895776
"Horner SC",Österreich,117,98,97799188
"CO Lustanios",Andorra,79,72,97773064
"NFC Cubs",Bahamas,85,78,97627030
"Real Huesca",Spanien,46,37,97578657
"Elgin Atletic",Schottland,86,75,97561974
"Cóndor de Los Andos",Chile,119,111,97528379
"SC Bath Roseau",Dominica,97,89,97431483
"SBK Pfullendorf",Deutschland,90,46,97276775
"Metalac Surdulica",Serbien,105,99,97254598
"Royal Irún",Spanien,95,66,97010958
"Swindon County",England,88,75,97001347
"KV Tra Fiora",San Marino,118,110,96947124
"FC Port Harbour",Jamaika,61,52,96819096
"SC Oldies Fairview",Swasiland,120,112,96780044
"AOL Satu Mare",Rumänien,113,105,96716071
"SC Agrigento",Italien,43,35,96702797
"Kiritimati Christmas",Kiribati,116,108,96539703
"Gazovski Lipetsk",Russland,127,117,96468724
"SV Kalsdorf",Österreich,92,70,96463644
"KF Libertatis",San Marino,68,60,96401498
"FK Aranuka Soccer",Kiribati,69,61,96346231
"Sung Hoan Attapeu",Laos,89,81,96341622
"Ebreichsdorfer AK",Österreich,79,71,96282084
"Fulham United",England,112,68,95941092
"Real Rosario",Argentinien,43,36,95890784
"SB Lorient",Frankreich,141,109,95833508
"Barnet Union",England,79,52,95639665
"Los Santos Almagro",Argentinien,160,112,95578666
"Sécurité Niger",Niger,116,109,95569944
"SSU Catanzaro",Italien,117,107,95523864
"Balzan United",Malta,110,102,95467728
"Vamos Vallecanos",Spanien,125,79,95330955
"AFC Aberystwyth",Wales,105,87,94970728
"Osman Ankara",Türkei,69,45,94902273
"Tosca Lucchese",Italien,99,92,94881509
"Al Foufou SC",Syrien,121,113,94850261
"GIF Kalmar",Schweden,66,57,94843618
"Sligo Randers",Irland,85,75,94700910
"Ecuatoriano Barcelona",Ecuador,120,109,94686518
"Vercelli Calcio",Italien,99,72,94634346
"Sportowy Lubin",Polen,72,60,94612845
"SHFV Todesfelde",Deutschland,68,37,94604107
"SSC Lanciano",Italien,74,65,94580113
"Semo Malabo",Äquatorialguinea,53,45,94567533
"FC Al Jawwa",Saudi-Arabien,130,122,94491985
"Yokohama Shīfaitā",Japan,73,64,94341018
"FK Poissy",Frankreich,85,74,94219139
"Umm Selel AC",Katar,69,61,93901382
"Wunstorfer SV",Deutschland,100,50,93709792
"CF Avotui",Cook-Inseln,133,126,93481504
"SK Varberg",Schweden,72,64,93348050
"STF Sokodé",Togo,121,113,93104616
"Nahdi AC",Oman,110,103,93085276
"Port-Louis Musketeers",Mauritius,135,126,92853622
"CR Krapina",Kroatien,81,73,92826980
"Bonfica Macau",Macau,125,118,92698698
"San Antonio Mavericks","Vereinigte Staaten",125,108,92440473
"PP Tigrotti Arsizio",Italien,114,87,91980133
"US Skikda",Algerien,84,76,91852489
"UBS Soccer",Uganda,113,105,91793601
"Sporting Arouca",Portugal,88,72,91569647
"Hammamet SSC",Tunesien,80,72,91202349
"SGE Rheine",Deutschland,94,55,91113807
"UD Portugalete",Spanien,55,46,91077967
"Shiawase Iwata",Japan,110,102,90937097
"GV Barcelos",Portugal,76,65,90668303
"Vitesse Antriòl",Bonaire,92,84,90383431
"SPV Cursneuen",Deutschland,76,46,90324982
"Real Mungia",Spanien,108,100,90220190
"KOF Oslo",Norwegen,46,35,90101705
"Stadt Brest 39",Frankreich,62,50,89841336
"Duna Paksi",Ungarn,121,113,89828373
"Cairns Eagles",Australien,71,63,89645458
"Alten FO",Turkmenistan,140,132,89582690
"AC George Town","Cayman Islands",125,118,89550275
"AFK Anif",Österreich,98,88,89342077
"BK Djurgårdens",Schweden,82,47,89323354
"FC Inter Znojmo",Tschechien,98,90,89318245
"Pohjanmaa Seinäjocki",Finnland,109,102,89072698
"FV Brehl St. Gallen",Schweiz,82,51,88980528
"Haziner FT",Turkmenistan,64,56,88969852
"Yellow Star FC",Sri Lanka,100,83,88880222
"FK Stadtallendorf 1923",Deutschland,161,56,88370280
"Denver Penguins","Vereinigte Staaten",84,73,88292222
"Atl̩tico Bobonaro",Osttimor,56,48,88260577
"FC Panda Târgu Jiu",Rumänien,105,97,88042155
"Yeovil Cherries",England,32,23,87956488
"Planta Manaus",Brasilien,140,132,87931591
"Electricité Nigerienne",Niger,99,93,87844078
"Sporting Wil",Schweiz,58,46,87615934
"Cruzeiro do Sul CF",Brasilien,82,74,87594775
"Oxford Urbans",England,58,47,87549727
"Gaalaktia Jwaneng",Botswana,56,49,87507114
"RV Bocholt 22",Belgien,92,84,87469309
"Pathum Rabbits",Thailand,59,51,87386819
"Cristal Rímac",Peru,98,91,87334604
"FK Hoppa Steyr",Österreich,124,106,87278520
"Viktoria Sittard",Niederlande,70,58,86675042
"UD Lizarra",Spanien,88,78,86667080
"Stevenage Deers",England,80,62,86654211
"NYC Beasts","Vereinigte Staaten",92,83,86566371
"Mladi Podgorica FK",Montenegro,87,79,86442746
"Esportivo Macau",Macau,97,85,86278338
"Fótbolti Fjarðabyggð",Island,71,47,86073867
"Hercules Tangier",Marokko,106,51,86059597
"SFC Torino",Italien,125,63,85856809
"PFC Sikdir",Suriname,79,71,85682545
"Anadolu Sivas",Türkei,71,37,85508256
"Club de Independenciá",Paraguay,85,77,85505459
"Rakvera JK",Estland,86,78,85147149
"Dukla Příbram",Tschechien,114,106,85074257
"Young Boys CF",Sierra Leone,76,68,85026672
"RCD San Sebastián",Spanien,130,67,85011264
"Royal Lier",Belgien,91,78,84956842
"AFK Osijek",Kroatien,107,98,84885925
"FCB Southampton",Bermuda,84,76,84650122
"Airdrie United",Schottland,106,99,84333550
"USJ Kotka",Finnland,50,43,83583116
"Sterk Kristiansand",Norwegen,70,37,83516972
"SG Savona 1902",Italien,74,63,83480603
"Deportiva Llagostera",Spanien,55,41,83360964
"AFK Amstetten",Österreich,94,82,83011947
"Aero Kharkiv",Ukraine,84,77,83003743
"Atom Peristeri",Griechenland,127,66,82945582
"AS Salerno Calcio",Italien,90,58,82937263
"Esportiva Linares",Spanien,120,111,82837301
"Sutton Athletic",England,69,61,82679785
"Royal Oviedo",Spanien,103,64,82676389
"Kurd Borlänge",Schweden,86,76,82449080
"Colorado Lakers","Vereinigte Staaten",81,65,82170699
"FK Vashkek",Tadschikistan,77,70,82125150
"FC Pagani",Italien,89,80,81893644
"Uniona Matera",Italien,67,59,81857915
"Atletico Forlì",Italien,80,72,81645102
"1. FFC Simmering",Österreich,53,46,81587496
"Čukarički Belgrad",Serbien,77,69,81412221
"National FC Bank",Pakistan,74,66,81345070
"FC Helsingstars",Finnland,80,73,81194815
"PV Stoke 1875",England,77,66,81143427
"Depur San Fernando",Spanien,97,89,81041447
"CS Ava-Island",Cook-Inseln,123,115,81004397
"SSV Sonthofen",Deutschland,62,39,80945082
"Park Boys Freetown",Sierra Leone,52,45,80909533
"BSC Grohn",Deutschland,76,38,80775883
"Kashaka SFC",Swasiland,78,70,80692472
"Olímpico Gávea ",Brasilien,68,61,80439645
"Žaugija Vilnius",Litauen,87,79,80176472
